trial_id,t,theta_deg,omega,sensor_ax
T03,0.4,6.3977,-0.6713,0.0125
T03,0.4167,5.5339,-0.6846,0.03
T03,0.4333,4.946,-0.6964,-0.0091
T03,0.45,4.429,-0.7066,-0.0111
T03,0.4667,3.2321,-0.7152,0.0249
T03,0.4833,2.7588,-0.7222,0.0109
T03,0.5,1.9659,-0.7275,-0.0291
T03,0.5167,1.061,-0.7311,-0.0096
T03,0.5333,0.744,-0.7331,0.0083
T03,0.55,0.4764,-0.7334,0.0167
T03,0.5667,-1.0935,-0.7321,-0.0142
T03,0.5833,-1.4291,-0.7291,-0.0595
T03,0.6,-1.9876,-0.7244,0.0086
T03,0.6167,-2.7785,-0.7181,-0.0269
T03,0.6333,-3.5059,-0.7102,-0.0434
T03,0.65,-4.4145,-0.7007,-0.0603
T03,0.6667,-4.7693,-0.6896,0.0121
T03,0.6833,-5.6167,-0.677,-0.0022
T03,0.7,-6.5395,-0.6628,-0.0098
T03,0.7167,-6.4842,-0.6471,0.0219
T03,0.7333,-7.137,-0.63,0.0064
T03,0.75,-7.9066,-0.6115,0.0254
T03,0.7667,-8.4406,-0.5916,-0.0353
T03,0.7833,-8.8211,-0.5704,-0.0086
T03,0.8,-9.5194,-0.548,-0.0407
T03,0.8167,-9.8895,-0.5243,-0.0134
T03,0.8333,-10.6123,-0.4994,-0.0142
T03,0.85,-10.7484,-0.4735,0.0029
T03,0.8667,-11.3791,-0.4465,-0.0091
T03,0.8833,-11.8103,-0.4185,0.0021
T03,0.9,-12.4817,-0.3897,0.0034
T03,0.9167,-12.5206,-0.3599,0.0321
T03,0.9333,-13.0657,-0.3294,-0.0176
T03,0.95,-13.3186,-0.2982,-0.0303
T03,0.9667,-13.6154,-0.2663,-0.0068
T03,0.9833,-13.8961,-0.2339,-0.028
T03,1.0,-13.4571,-0.201,0.0175
T03,1.0167,-13.7832,-0.1677,-0.0179
T03,1.0333,-13.8008,-0.134,-0.0237
T03,1.05,-14.5324,-0.1001,-0.0219
T03,1.0667,-14.344,-0.0659,0.0018
T03,1.0833,-14.6547,-0.0317,-0.0157
T03,1.1,-14.5402,0.0025,-0.0254
T03,1.1167,-14.5571,0.0367,0.0208
T03,1.1333,-14.0653,0.0708,-0.0296
T03,1.15,-14.2998,0.1047,-0.0117
T03,1.1667,-13.8821,0.1383,0.0007
T03,1.1833,-13.8183,0.1715,-0.0448
T03,1.2,-13.2904,0.2044,-0.0024
T03,1.2167,-13.828,0.2367,-0.0329
T03,1.2333,-13.0307,0.2684,0.0049
T03,1.25,-12.774,0.2995,-0.0306
T03,1.2667,-12.8895,0.3299,0.0028
T03,1.2833,-12.1565,0.3594,0.0113
T03,1.3,-11.9261,0.3882,0.0068
T03,1.3167,-11.6475,0.416,-0.0051
T03,1.3333,-11.3497,0.4428,-0.0144
T03,1.35,-10.8867,0.4686,-0.0209
T03,1.3667,-9.8671,0.4933,0.0205
T03,1.3833,-9.7883,0.5169,-0.0225
T03,1.4,-9.1218,0.5392,-0.0288
T03,1.4167,-8.9057,0.5603,0.0057
T03,1.4333,-8.3537,0.5801,-0.0231
T03,1.45,-7.4136,0.5986,-0.0257
T03,1.4667,-7.3155,0.6156,-0.035
T03,1.4833,-6.529,0.6313,-0.0153
T03,1.5,-5.8256,0.6455,-0.0067
T03,1.5167,-5.1841,0.6582,0.0003
T03,1.5333,-4.6052,0.6694,0.015
T03,1.55,-3.8436,0.6791,0.0071
T03,1.5667,-3.1294,0.6873,-0.0067
T03,1.5833,-2.4597,0.6938,-0.0062
T03,1.6,-2.1373,0.6988,0.0085
T03,1.6167,-1.327,0.7022,0.0243
T03,1.6333,-0.3591,0.704,0.002
T03,1.65,0.2535,0.7042,-0.0093
T03,1.6667,0.4716,0.7027,-0.0192
T03,1.6833,1.4856,0.6997,-0.0277
T03,1.7,1.6847,0.6951,0.0151
T03,1.7167,2.7492,0.689,0.014
T03,1.7333,3.7719,0.6813,0.0145
T03,1.75,3.8467,0.672,0.0009
T03,1.7667,4.5035,0.6613,0.0322
T03,1.7833,5.4458,0.649,-0.0051
T03,1.8,5.5943,0.6353,0.0243
T03,1.8167,6.372,0.6202,0.0049
T03,1.8333,7.1981,0.6036,-0.006
T03,1.85,7.5154,0.5858,0.0185
T03,1.8667,8.1405,0.5666,0.0153
T03,1.8833,8.8626,0.5461,0.0147
T03,1.9,9.3039,0.5245,0.0097
T03,1.9167,9.7571,0.5017,0.0077
T03,1.9333,10.0975,0.4777,0.0566
T03,1.95,10.6773,0.4527,0.0329
T03,1.9667,10.9918,0.4268,0.0241
T03,1.9833,11.496,0.3998,0.0122
T03,2.0,11.6665,0.372,0.0304
T03,2.0167,12.0636,0.3434,0.0209
T03,2.0333,12.2086,0.3141,0.0114
T03,2.05,12.6775,0.2841,0.005
T03,2.0667,12.7711,0.2534,0.0097
T03,2.0833,12.9296,0.2223,-0.0519
T03,2.1,13.3931,0.1906,0.0159
T03,2.1167,13.5424,0.1586,0.002
T03,2.1333,13.7841,0.1263,0.0437
T03,2.15,13.6379,0.0937,0.0124
T03,2.1667,13.8711,0.0609,-0.0117
T03,2.1833,13.9335,0.028,0.0111
T03,2.2,13.9149,-0.0049,-0.0089
T03,2.2167,13.6319,-0.0377,0.0215
T03,2.2333,13.7668,-0.0704,0.0178
T03,2.25,13.7185,-0.1029,0.0311
T03,2.2667,13.525,-0.1352,-0.004
T03,2.2833,12.9537,-0.167,0.0123
T03,2.3,13.2203,-0.1985,-0.0158
T03,2.3167,13.4182,-0.2295,0.0254
T03,2.3333,12.662,-0.2599,0.0215
T03,2.35,12.3182,-0.2897,0.0208
T03,2.3667,12.2402,-0.3188,0.0106
T03,2.3833,11.9026,-0.3472,0.0186
T03,2.4,11.7267,-0.3747,0.0421
T03,2.4167,10.859,-0.4013,0.004
T03,2.4333,10.8546,-0.427,0.0121
T03,2.45,10.4003,-0.4517,-0.0127
T03,2.4667,9.8048,-0.4753,-0.0088
T03,2.4833,9.4303,-0.4979,0.0101
T03,2.5,9.0771,-0.5192,0.0298
T03,2.5167,8.5348,-0.5394,0.0022
T03,2.5333,7.6025,-0.5583,0.0021
T03,2.55,7.4488,-0.5759,-0.0018
T03,2.5667,6.7096,-0.5922,-0.0048
T03,2.5833,6.1604,-0.6072,0.0113
T03,2.6,5.5704,-0.6207,-0.0251
T03,2.6167,4.9239,-0.6328,0.0299
T03,2.6333,4.5799,-0.6435,-0.0095
T03,2.65,3.7033,-0.6527,0.0177
T03,2.6667,2.867,-0.6604,-0.0227
T03,2.6833,2.3768,-0.6666,0.0155
T03,2.7,1.8511,-0.6712,0.015
T03,2.7167,1.4177,-0.6744,0.0087
T03,2.7333,0.6471,-0.676,-0.0194
T03,2.75,-0.2894,-0.676,0.0049
T03,2.7667,-0.267,-0.6746,-0.0243
T03,2.7833,-1.3532,-0.6716,-0.0063
T03,2.8,-1.7893,-0.667,0.0188
T03,2.8167,-2.7075,-0.661,0.0136
T03,2.8333,-3.1964,-0.6535,-0.0026
T03,2.85,-3.7528,-0.6445,-0.0229
T03,2.8667,-4.285,-0.6341,0.009
T03,2.8833,-4.9141,-0.6222,-0.0041
T03,2.9,-5.5358,-0.6089,-0.0514
T03,2.9167,-6.3441,-0.5943,0.0102
T03,2.9333,-6.9514,-0.5783,-0.0065
T03,2.95,-7.3103,-0.5611,0.0176
T03,2.9667,-7.7125,-0.5426,-0.0288
T03,2.9833,-8.4474,-0.5229,-0.0709
T03,3.0,-8.6739,-0.502,-0.0022
T03,3.0167,-9.0598,-0.48,-0.0023
T03,3.0333,-9.9751,-0.4569,-0.0424
T03,3.05,-10.3779,-0.4329,-0.0285
T03,3.0667,-10.6337,-0.4079,0.0458
T03,3.0833,-10.9146,-0.3819,-0.0157
T03,3.1,-11.4262,-0.3552,0.0047
T03,3.1167,-11.3699,-0.3277,-0.0232
T03,3.1333,-11.8477,-0.2995,-0.0522
T03,3.15,-12.1894,-0.2706,-0.014
T03,3.1667,-12.7212,-0.2411,-0.0162
T03,3.1833,-12.9055,-0.2112,-0.019
T03,3.2,-12.7654,-0.1808,-0.0135
T03,3.2167,-13.3981,-0.15,-0.006
T03,3.2333,-12.8895,-0.1189,-0.0144
T03,3.25,-13.2141,-0.0876,-0.0368
T03,3.2667,-12.5944,-0.0561,-0.0018
T03,3.2833,-12.8118,-0.0246,-0.0506
T03,3.3,-13.3098,0.007,-0.0526
T03,3.3167,-13.2649,0.0385,0.0032
T03,3.3333,-12.9845,0.0699,-0.0014
T03,3.35,-12.7532,0.1011,-0.0126
T03,3.3667,-13.3021,0.132,-0.0392
T03,3.3833,-13.1831,0.1626,-0.0254
T03,3.4,-12.7726,0.1928,-0.0163
T03,3.4167,-12.3255,0.2225,-0.0428
T03,3.4333,-12.1086,0.2517,-0.0254
T03,3.45,-11.7325,0.2803,0.0026
T03,3.4667,-11.8981,0.3081,0.0184
T03,3.4833,-11.807,0.3353,-0.0183
T03,3.5,-10.8325,0.3617,0.0055
T03,3.5167,-10.8054,0.3872,-0.0476
T03,3.5333,-10.6555,0.4118,0.0042
T03,3.55,-9.812,0.4354,-0.0247
T03,3.5667,-9.2498,0.458,-0.0021
T03,3.5833,-8.9794,0.4796,-0.0128
T03,3.6,-8.5734,0.5,0.019
T03,3.6167,-8.0218,0.5193,-0.0245
T03,3.6333,-7.5547,0.5373,0.006
T03,3.65,-7.2245,0.5542,-0.0117
T03,3.6667,-6.5569,0.5697,-0.0088
T03,3.6833,-5.755,0.584,-0.0088
T03,3.7,-5.2276,0.5969,-0.0215
T03,3.7167,-4.6796,0.6084,-0.0044
T03,3.7333,-4.3236,0.6185,-0.0049
T03,3.75,-3.5636,0.6272,0.0017
T03,3.7667,-3.3582,0.6345,-0.0009
T03,3.7833,-2.2766,0.6404,0.0139
T03,3.8,-1.4116,0.6447,0.017
T03,3.8167,-1.3742,0.6476,-0.022
T03,3.8333,-0.5768,0.6491,0.017
T03,3.85,0.2262,0.649,-0.0236
T03,3.8667,1.0298,0.6475,0.0124
T03,3.8833,1.3059,0.6445,0.0136
T03,3.9,1.8695,0.6401,-0.0365
T03,3.9167,2.2213,0.6342,0.0041
T03,3.9333,3.2361,0.6268,-0.0066
T03,3.95,4.2162,0.6181,-0.0119
T03,3.9667,4.4463,0.608,0.0308
T03,3.9833,4.9587,0.5965,-0.0087
T03,4.0,5.5879,0.5837,-0.0113
T03,4.0167,6.0684,0.5695,0.0068
T03,4.0333,6.4407,0.5541,0.0195
T03,4.05,7.2849,0.5374,0.0034
T03,4.0667,7.6657,0.5196,0.03
T03,4.0833,8.1063,0.5006,0.0177
T03,4.1,8.3711,0.4804,-0.0361
T03,4.1167,9.2702,0.4592,-0.0027
T03,4.1333,9.5647,0.437,-0.003
T03,4.15,9.7216,0.4139,0.0182
T03,4.1667,10.4102,0.3898,-0.0436
T03,4.1833,10.4642,0.3648,0.0602
T03,4.2,10.7369,0.3391,0.0201
T03,4.2167,11.0458,0.3126,0.0127
T03,4.2333,11.1222,0.2855,0.0336
T03,4.25,11.8229,0.2577,0.0571
T03,4.2667,11.5877,0.2294,0.0278
T03,4.2833,11.9062,0.2006,0.0296
T03,4.3,11.9068,0.1714,0.0134
T03,4.3167,12.4466,0.1418,0.008
T03,4.3333,12.5472,0.112,0.0015
T03,4.35,12.5967,0.0819,-0.0055
T03,4.3667,12.5095,0.0517,-0.0026
T03,4.3833,12.5106,0.0214,-0.0159
T03,4.4,12.8359,-0.009,0.0096
T03,4.4167,12.6021,-0.0392,-0.0226
T03,4.4333,12.7158,-0.0693,0.0149
T03,4.45,12.3872,-0.0993,0.0102
T03,4.4667,12.4837,-0.129,0.0138
T03,4.4833,12.5633,-0.1583,0.0003
T03,4.5,12.2473,-0.1873,0.0721
T03,4.5167,11.8477,-0.2157,0.0376
T03,4.5333,11.7549,-0.2437,-0.0147
T03,4.55,11.4024,-0.2711,0.0146
T03,4.5667,11.1734,-0.2978,-0.0024
T03,4.5833,10.803,-0.3238,-0.0108
T03,4.6,10.5073,-0.3491,-0.0176
T03,4.6167,10.2311,-0.3735,0.0175
T03,4.6333,9.6159,-0.3971,-0.0051
T03,4.65,9.2154,-0.4197,0.0276
T03,4.6667,8.724,-0.4413,0.0277
T03,4.6833,8.2449,-0.4619,0.035
T03,4.7,7.8658,-0.4815,-0.01
T03,4.7167,7.6676,-0.4999,0.0162
T03,4.7333,6.9669,-0.5172,0.0189
T03,4.75,6.7423,-0.5332,-0.0037
T03,4.7667,6.1262,-0.5481,-0.0101
T03,4.7833,5.192,-0.5616,0.0371
T03,4.8,5.1711,-0.5739,0.0089
T03,4.8167,4.646,-0.5849,0.0166
T03,4.8333,3.7192,-0.5945,-0.013
T03,4.85,3.428,-0.6028,-0.0215
T03,4.8667,2.5917,-0.6097,-0.009
T03,4.8833,2.1961,-0.6152,-0.0006
T03,4.9,1.333,-0.6193,-0.0199
T03,4.9167,0.6337,-0.622,0.0007
T03,4.9333,0.3207,-0.6232,-0.0334
T03,4.95,-0.2227,-0.6231,-0.0226
T03,4.9667,-0.8715,-0.6215,0.0127
T03,4.9833,-1.6203,-0.6185,0.0109
T03,5.0,-2.0511,-0.6142,-0.0096
T03,5.0167,-2.4997,-0.6084,-0.0226
T03,5.0333,-3.1385,-0.6013,-0.0233
T03,5.05,-3.6612,-0.5928,-0.0107
T03,5.0667,-4.3907,-0.583,0.0092
T03,5.0833,-4.571,-0.5718,0.0144
T03,5.1,-5.5777,-0.5594,-0.0146
T03,5.1167,-5.7693,-0.5457,-0.0282
T03,5.1333,-6.1408,-0.5309,-0.0002
T03,5.15,-6.7762,-0.5148,-0.0225
T03,5.1667,-7.392,-0.4975,-0.0168
T03,5.1833,-7.9189,-0.4792,0.0197
T03,5.2,-8.0495,-0.4598,0.0093
T03,5.2167,-8.9655,-0.4394,-0.0044
T03,5.2333,-9.2789,-0.418,-0.0334
T03,5.25,-9.5472,-0.3957,-0.004
T03,5.2667,-9.581,-0.3725,0.0127
T03,5.2833,-10.0907,-0.3485,-0.0164
T03,5.3,-10.675,-0.3237,0.0179
T03,5.3167,-10.8339,-0.2983,0.0165
T03,5.3333,-11.1604,-0.2722,0.0236
T03,5.35,-11.4197,-0.2455,-0.0037
T03,5.3667,-11.2964,-0.2182,0.0017
T03,5.3833,-11.9546,-0.1905,0.0181
T03,5.4,-11.5198,-0.1625,-0.0014
T03,5.4167,-11.8102,-0.134,-0.0205
T03,5.4333,-11.8645,-0.1054,-0.0195
T03,5.45,-12.2547,-0.0765,-0.0058
T03,5.4667,-12.2437,-0.0474,-0.0365
T03,5.4833,-12.5242,-0.0184,-0.0135
T03,5.5,-12.3386,0.0108,0.0113
T03,5.5167,-12.1032,0.0398,-0.0545
T03,5.5333,-11.8834,0.0687,0.0201
T03,5.55,-12.2772,0.0974,0.0119
T03,5.5667,-12.0148,0.1259,-0.0196
T03,5.5833,-11.831,0.1541,0.0006
T03,5.6,-11.9122,0.1818,-0.0101
T03,5.6167,-11.321,0.2091,0.0146
T03,5.6333,-11.3645,0.236,0.0099
T03,5.65,-11.014,0.2622,-0.0376
T03,5.6667,-10.796,0.2878,0.0024
T03,5.6833,-10.5701,0.3127,-0.0132
T03,5.7,-10.0971,0.3369,-0.0072
T03,5.7167,-9.7997,0.3603,-0.0231
T03,5.7333,-9.4701,0.3829,0.0268
T03,5.75,-9.1598,0.4045,0.0129
T03,5.7667,-8.5485,0.4252,-0.0223
T03,5.7833,-7.8609,0.4449,-0.0338
T03,5.8,-7.7249,0.4636,-0.0145
T03,5.8167,-7.0978,0.4812,0.0023
T03,5.8333,-7.1032,0.4977,-0.0012
T03,5.85,-6.3068,0.5131,0.0195
T03,5.8667,-6.0573,0.5272,0.0107
T03,5.8833,-5.62,0.5402,0.0147
T03,5.9,-4.9479,0.5519,0.0023
T03,5.9167,-4.0268,0.5623,-0.0315
T03,5.9333,-3.5312,0.5714,-0.0072
T03,5.95,-3.121,0.5793,0.0184
T03,5.9667,-2.9179,0.5858,-0.0033
T03,5.9833,-2.0872,0.591,0.0083
T03,6.0,-1.4203,0.5948,-0.0077
T03,6.0167,-0.8755,0.5973,-0.0214
T03,6.0333,-0.708,0.5984,-0.0028
T03,6.05,0.0542,0.5982,0.0064
T03,6.0667,0.7897,0.5966,-0.0124
T03,6.0833,1.4774,0.5936,-0.0035
T03,6.1,1.4949,0.5893,-0.0171
T03,6.1167,2.4605,0.5837,0.0246
T03,6.1333,3.0739,0.5767,-0.0032
T03,6.15,3.7601,0.5685,0.0322
T03,6.1667,4.2648,0.559,0.0342
T03,6.1833,4.7688,0.5482,0.0024
T03,6.2,5.0071,0.5362,-0.0157
T03,6.2167,5.2879,0.523,-0.0368
T03,6.2333,6.0799,0.5086,-0.0241
T03,6.25,6.8332,0.4931,-0.0217
T03,6.2667,7.3703,0.4764,0.0338
T03,6.2833,7.6758,0.4588,0.0089
T03,6.3,8.044,0.4401,0.0147
T03,6.3167,8.44,0.4204,-0.0371
T03,6.3333,8.6392,0.3998,-0.0163
T03,6.35,9.0905,0.3783,0.0257
T03,6.3667,9.7952,0.356,0.014
T03,6.3833,9.5959,0.3329,0.0056
T03,6.4,10.4077,0.309,0.0201
T03,6.4167,10.2975,0.2845,0.0418
T03,6.4333,10.8803,0.2594,0.0048
T03,6.45,10.5628,0.2337,0.0109
T03,6.4667,11.1653,0.2076,0.0135
T03,6.4833,11.0794,0.181,0.0576
T03,6.5,11.0967,0.154,-0.0321
T03,6.5167,11.5504,0.1267,0.0237
T03,6.5333,11.8093,0.0991,0.0078
T03,6.55,11.5127,0.0714,0.0215
T03,6.5667,11.4295,0.0435,-0.0029
T03,6.5833,11.7318,0.0156,0.0093
T03,6.6,11.727,-0.0124,0.0245
T03,6.6167,11.8217,-0.0403,0.0725
T03,6.6333,11.8431,-0.068,0.0263
T03,6.65,11.556,-0.0956,-0.0069
T03,6.6667,11.8275,-0.1229,0.0015
T03,6.6833,11.3639,-0.1499,0.0008
T03,6.7,11.087,-0.1765,-0.0262
T03,6.7167,10.646,-0.2027,0.003
T03,6.7333,10.7032,-0.2284,0.024
T03,6.75,10.4517,-0.2536,-0.0163
T03,6.7667,10.4507,-0.2781,0.0299
T03,6.7833,10.0678,-0.302,0.0185
T03,6.8,9.4339,-0.3252,-0.0062
T03,6.8167,9.3771,-0.3476,0.0053
T03,6.8333,9.129,-0.3692,0.0398
T03,6.85,8.9323,-0.3899,0.0222
T03,6.8667,8.4172,-0.4097,0.0074
T03,6.8833,7.9866,-0.4286,0.0021
T03,6.9,7.4239,-0.4464,0.008
T03,6.9167,7.0507,-0.4632,-0.0042
T03,6.9333,6.7688,-0.479,-0.0364
T03,6.95,5.784,-0.4936,0.0461
T03,6.9667,5.4991,-0.5071,0.008
T03,6.9833,4.9209,-0.5195,0.0124
T03,7.0,4.6468,-0.5306,0.0028
T03,7.0167,4.3028,-0.5406,-0.0112
T03,7.0333,3.4145,-0.5493,-0.0006
T03,7.05,2.5257,-0.5567,-0.0294
T03,7.0667,2.385,-0.5629,0.0477
T03,7.0833,2.1089,-0.5677,-0.023
T03,7.1,1.4887,-0.5713,-0.0194
T03,7.1167,0.9194,-0.5736,-0.0081
T03,7.1333,0.2291,-0.5746,0.026
T03,7.15,-0.5193,-0.5742,0.0001
T03,7.1667,-0.7078,-0.5726,-0.0254
T03,7.1833,-1.5226,-0.5697,0.0239
T03,7.2,-1.46,-0.5655,0.013
T03,7.2167,-2.3188,-0.56,0.0086
T03,7.2333,-3.079,-0.5532,0.0117
T03,7.25,-3.6077,-0.5452,0.0448
T03,7.2667,-4.018,-0.536,0.0402
T03,7.2833,-4.5516,-0.5255,-0.0177
T03,7.3,-4.7737,-0.5139,0.0281
T03,7.3167,-5.4413,-0.5011,0.0029
T03,7.3333,-6.0934,-0.4872,0.0048
T03,7.35,-6.0234,-0.4723,-0.0394
T03,7.3667,-6.8309,-0.4562,-0.0094
T03,7.3833,-7.1102,-0.4392,-0.0226
T03,7.4,-7.7919,-0.4211,0.0099
T03,7.4167,-7.9859,-0.4022,0.0144
T03,7.4333,-8.3659,-0.3823,-0.0488
T03,7.45,-9.156,-0.3616,-0.0081
T03,7.4667,-8.7047,-0.3402,0.0145
T03,7.4833,-9.1581,-0.3179,-0.012
T03,7.5,-9.7825,-0.295,0.0061
T03,7.5167,-10.1879,-0.2714,-0.0017
T03,7.5333,-10.1395,-0.2473,-0.0021
T03,7.55,-10.4096,-0.2226,-0.0145
T03,7.5667,-10.5499,-0.1974,-0.0336
T03,7.5833,-10.7525,-0.1718,-0.0318
T03,7.6,-10.8346,-0.1459,0.0046
T03,7.6167,-10.7664,-0.1197,-0.0093
T03,7.6333,-11.0371,-0.0932,-0.0125
T03,7.65,-11.43,-0.0665,-0.0183
T03,7.6667,-10.9914,-0.0398,-0.0159
T03,7.6833,-10.954,-0.0129,0.0111
T03,7.7,-10.6443,0.0139,-0.0165
T03,7.7167,-11.4664,0.0406,-0.0366
T03,7.7333,-11.1347,0.0673,0.0051
T03,7.75,-11.5159,0.0937,-0.0138
T03,7.7667,-10.88,0.1199,-0.009
T03,7.7833,-10.9666,0.1458,0.0227
T03,7.8,-10.3142,0.1714,-0.0097
T03,7.8167,-10.6716,0.1965,-0.0034
T03,7.8333,-10.6486,0.2211,-0.0326
T03,7.85,-10.176,0.2452,-0.0132
T03,7.8667,-10.2253,0.2687,0.0036
T03,7.8833,-9.4064,0.2916,-0.0394
T03,7.9,-9.6746,0.3138,-0.0041
T03,7.9167,-8.9403,0.3353,-0.0058
T03,7.9333,-9.0261,0.3559,-0.0067
T03,7.95,-8.3199,0.3758,0.0135
T03,7.9667,-7.5543,0.3947,-0.0002
T03,7.9833,-7.4204,0.4128,0.023
T03,8.0,-7.2584,0.4298,-0.0261
T03,8.0167,-6.6694,0.4459,-0.0031
T03,8.0333,-6.2225,0.461,-0.0037
T03,8.05,-5.6809,0.475,-0.0264
T03,8.0667,-5.5856,0.4878,0.0145
T03,8.0833,-4.7191,0.4996,0.0423
T03,8.1,-4.8934,0.5102,-0.0041
T03,8.1167,-3.9841,0.5197,0.0067
T03,8.1333,-3.4533,0.5279,-0.0012
T03,8.15,-2.7194,0.535,-0.0168
T03,8.1667,-2.3262,0.5408,-0.0384
T03,8.1833,-2.0919,0.5454,-0.0157
T03,8.2,-1.4843,0.5487,-0.029
T03,8.2167,-0.7219,0.5508,0.0334
T03,8.2333,-0.2506,0.5517,-0.0025
T03,8.25,0.1761,0.5513,-0.0067
T03,8.2667,0.7211,0.5496,0.0185
T03,8.2833,1.4794,0.5467,-0.0213
T03,8.3,1.7558,0.5426,-0.0137
T03,8.3167,2.3561,0.5372,0.0034
T03,8.3333,3.316,0.5306,0.0231
T03,8.35,3.0984,0.5228,0.013
T03,8.3667,3.5056,0.5139,0.0083
T03,8.3833,4.5162,0.5038,0.0054
T03,8.4,4.6967,0.4925,0.0122
T03,8.4167,5.2302,0.4802,0.0087
T03,8.4333,5.5864,0.4668,-0.0156
T03,8.45,6.1259,0.4523,0.0063
T03,8.4667,6.9183,0.4368,-0.0157
T03,8.4833,7.1642,0.4204,0.0077
T03,8.5,7.565,0.403,-0.0032
T03,8.5167,7.4808,0.3848,0.0576
T03,8.5333,7.8873,0.3656,0.0063
T03,8.55,7.8843,0.3457,-0.0207
T03,8.5667,8.6052,0.325,0.005
T03,8.5833,9.2532,0.3036,0.0183
T03,8.6,9.439,0.2816,0.0416
T03,8.6167,9.5436,0.2589,-0.0034
T03,8.6333,9.8136,0.2357,-0.0231
T03,8.65,9.888,0.2119,0.0251
T03,8.6667,10.2513,0.1878,-0.0187
T03,8.6833,10.5248,0.1632,0.0003
T03,8.7,10.1859,0.1382,0.004
T03,8.7167,10.6825,0.113,0.0079
T03,8.7333,10.8983,0.0876,0.0231
T03,8.75,10.6936,0.062,-0.0043
T03,8.7667,10.957,0.0363,0.004
T03,8.7833,11.3954,0.0105,0.0092
T03,8.8,10.8027,-0.0152,0.0124
T03,8.8167,10.8688,-0.0409,0.0114
T03,8.8333,10.5846,-0.0665,0.0181
T03,8.85,10.6862,-0.0919,0.0262
T03,8.8667,10.6357,-0.117,0.0171
T03,8.8833,10.4526,-0.1418,0.0182
T03,8.9,10.0561,-0.1663,-0.0227
T03,8.9167,10.1247,-0.1904,0.0098
T03,8.9333,10.1765,-0.214,0.0182
T03,8.95,9.7523,-0.2371,0.023
T03,8.9667,9.6119,-0.2597,-0.0056
T03,8.9833,9.1078,-0.2816,-0.0052
T03,9.0,9.0205,-0.3029,-0.0037
T03,9.0167,8.622,-0.3234,0.0182
T03,9.0333,8.0524,-0.3432,0.0279
T03,9.05,7.9645,-0.3622,-0.0013
T03,9.0667,7.3431,-0.3803,0.0247
T03,9.0833,7.0388,-0.3975,0.0087
T03,9.1,6.8115,-0.4139,0.0034
T03,9.1167,6.4264,-0.4292,0.0013
T03,9.1333,5.7085,-0.4436,0.0201
T03,9.15,5.7235,-0.457,0.0113
T03,9.1667,5.1815,-0.4693,0.0499
T03,9.1833,4.4696,-0.4805,-0.013
T03,9.2,3.8366,-0.4906,0.014
T03,9.2167,3.6399,-0.4996,-0.0074
T03,9.2333,3.0967,-0.5074,-0.0146
T03,9.25,2.7188,-0.5141,0.0021
T03,9.2667,2.1284,-0.5196,0.0047
T03,9.2833,1.3,-0.5239,0.0598
T03,9.3,1.1211,-0.527,-0.0026
T03,9.3167,0.6327,-0.529,-0.022
T03,9.3333,0.3147,-0.5297,0.0056
T03,9.35,-0.4573,-0.5292,-0.0418
T03,9.3667,-0.4862,-0.5275,-0.0026
T03,9.3833,-1.7061,-0.5246,-0.0008
T03,9.4,-1.5597,-0.5206,0.0143
T03,9.4167,-2.3602,-0.5153,0.0175
T03,9.4333,-2.631,-0.5089,-0.0125
T03,9.45,-3.2676,-0.5014,-0.0059
T03,9.4667,-3.5282,-0.4927,-0.0186
T03,9.4833,-4.297,-0.4829,-0.0262
T03,9.5,-4.8926,-0.4721,0.0021
T03,9.5167,-4.8309,-0.4601,-0.0299
T03,9.5333,-5.5677,-0.4472,-0.0131
T03,9.55,-5.9175,-0.4332,-0.0251
T03,9.5667,-6.1177,-0.4183,0.0054
T03,9.5833,-6.959,-0.4024,0.0301
T03,9.6,-7.0056,-0.3857,-0.0322
T03,9.6167,-7.5981,-0.3681,-0.0436
T03,9.6333,-7.8446,-0.3497,-0.0093
T03,9.65,-8.1236,-0.3305,-0.0068
T03,9.6667,-8.7391,-0.3106,-0.003
T03,9.6833,-8.8764,-0.29,-0.0165
T03,9.7,-8.7118,-0.2688,-0.0119
T03,9.7167,-9.0454,-0.247,-0.0007
T03,9.7333,-9.4546,-0.2246,0.0126
T03,9.75,-9.5912,-0.2018,-0.0475
T03,9.7667,-9.8743,-0.1785,-0.0159
T03,9.7833,-9.6972,-0.1549,-0.0044
T03,9.8,-10.1389,-0.1309,-0.0272
T03,9.8167,-10.1597,-0.1067,0.0257
T03,9.8333,-10.0608,-0.0823,-0.0217
T03,9.85,-10.506,-0.0577,-0.0099
T03,9.8667,-10.0756,-0.033,0.0021
T03,9.8833,-10.7068,-0.0083,-0.0209
T03,9.9,-10.0645,0.0164,-0.046
T03,9.9167,-10.431,0.0411,-0.0176
T03,9.9333,-10.3477,0.0656,0.0116
T03,9.95,-10.5965,0.09,-0.0157
T03,9.9667,-10.2057,0.1141,-0.0258
T03,9.9833,-10.1962,0.1379,0.0098
T03,10.0,-9.9606,0.1614,-0.0152
T03,10.0167,-9.6954,0.1845,-0.0186
T03,10.0333,-9.2834,0.2072,-0.0053
T03,10.05,-9.2192,0.2293,0.0073
T03,10.0667,-8.9642,0.2509,0.0398
T03,10.0833,-8.9897,0.2719,0.0089
T03,10.1,-8.672,0.2923,0.0158
T03,10.1167,-7.8424,0.3119,-0.0173
